PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Jacobs,2562377,RB,GB,BAL,,,,3,,1,,,,,,,6.80,4,1,5,1,1,100,,,,79,0.80
Sean Tucker,2571629,RB,TB,@MIA,,,,8,,,,,,,,,9.30,2,,2,,1,,,,,80,0.80
Tyler Badie,2567265,RB,DEN,@KC,,,,,,,,,,,,,22.50,,,,,,,,,,81,0.60
Julius Chestnut,2568804,RB,TEN,NO,,,,,,,,,,,,,13.60,,,,,,,,,,82,0.60
Tyjae Spears,2569795,RB,TEN,NO,,,,2,,1,-1,,,,,,13.60,6,1,7,1,2,50,,,,83,0.60
Khalil Herbert,2565926,RB,NYJ,NE,,,,5,,,,,,,,,27.50,2,,2,,1,,,,,84,0.50
D'Ernest Johnson,2563327,RB,NE,@NYJ,,,,5,,,,,,,,,33.40,4,,4,,,,,,,85,0.50
Ronnie Rivers,2569185,RB,LAR,@ATL,,,,5,,,,,,,,,16.80,1,,1,,,,,,,86,0.50
Evan Hull,2569846,RB,NO,@TEN,,,,3,,,,,,,,,16.60,2,,2,,,,,,,87,0.30
Corey Kiner,2574541,RB,ARI,@CIN,,,,2,,,,,,,,,10.60,1,,1,,,,,,,88,0.20
Zamir White,2567883,RB,LV,NYG,,,,2,,,,,,,,,10.00,1,,1,,,,,,,89,0.20
Nick Chubb,2561021,RB,HOU,@LAC,,,,1,,,,,,,,,11.70,1,,1,,,,,,,90,0.10
Jaret Patterson,2567160,RB,LAC,HOU,,,,1,,,,,,,,,17.60,1,,1,,,,,,,91,0.10
Israel Abanikanda,2570188,RB,DAL,@WAS,,,,,,,,,,,,,26.60,,,,,,,,,,92,0.00
Salvon Ahmed,2565090,RB,IND,JAX,,,,,,,,,,,,,16.80,,,,,,,,,,93,0.00
Cam Akers,2564319,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,94,0.00
Braelon Allen,2572354,RB,NYJ,NE,,,,,,,,,,,,,27.50,,,,,,,,,,95,0.00
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,96,0.00
Rushawn Baker,2574413,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,97,0.00
Andrew Beck,2562626,RB,NYJ,NE,,,,,,,,,,,,,27.50,,,,,,,,,,98,0.00
Trey Benson,2572405,RB,ARI,@CIN,,,,,,,,,,,,,10.60,,,,,,,,,,99,0.00
Ulysses Bentley IV,2574183,RB,IND,JAX,,,,,,,,,,,,,16.80,,,,,,,,,,100,0.00
Micah Bernard,2574143,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,101,0.00
Raheem Blackshear,2569477,RB,NYJ,NE,,,,,,,,,,,,,27.50,,,,,,,,,,102,0.00
Jaydon Blue,2574068,RB,DAL,@WAS,,,,,,,,,,,,,26.60,,,,,,,,,,103,0.00
Mike Boone,2561099,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,104,0.00
Gary Brightwell,2566364,RB,CIN,ARI,,,,,,,,,,,,,38.40,,,,,,,,,,105,0.00
British Brooks,2573686,RB,HOU,@LAC,,,,,,,,,,,,,11.70,,,,,,,,,,106,0.00
Jonathon Brooks,2571883,RB,CAR,SEA,,,,,,,,,,,,,9.10,,,,,,,,,,107,0.00
Brittain Brown,2567868,RB,CHI,@SF,,,,,,,,,,,,,28.30,,,,,,,,,,108,0.00
Michael Burton,2552636,RB,DEN,@KC,,,,,,,,,,,,,22.50,,,,,,,,,,109,0.00
Nate Carter,2573909,RB,ATL,LAR,,,,,,,,,,,,,39.70,,,,,,,,,,110,0.00
Chris Collier,2572600,RB,LV,NYG,,,,,,,,,,,,,10.00,,,,,,,,,,111,0.00
Quali Conley,2574026,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,112,0.00
James Conner,2557978,RB,ARI,@CIN,,,,,,,,,,,,,10.60,,,,,,,,,,113,0.00
Jashaun Corbin,2569125,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,114,0.00
Tyrion Davis-Price,2568207,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,115,0.00
AJ Dillon,2563986,RB,PHI,@BUF,,,,,,,,,,,,,12.00,,,,,,,,,,116,0.00
J.K. Dobbins,2563548,RB,DEN,@KC,,,,,,,,,,,,,22.50,,,,,,,,,,117,0.00
Elijah Dotson,2571536,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,118,0.00
Chase Edmonds,2560711,RB,WAS,DAL,,,,,,,,,,,,,25.00,,,,,,,,,,119,0.00
Donovan Edwards,2574437,RB,MIA,TB,,,,,,,,,,,,,19.80,,,,,,,,,,120,0.00
Gus Edwards,2561324,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,121,0.00
Clyde Edwards-Helaire,2564271,RB,KC,DEN,,,,,,,,,,,,,15.00,,,,,,,,,,122,0.00
Austin Ekeler,2559169,RB,WAS,DAL,,,,,,,,,,,,,25.00,,,,,,,,,,123,0.00
Trevor Etienne,2573977,RB,CAR,SEA,,,,,,,,,,,,,9.10,,,,,,,,,,124,0.00
Darrynton Evans,2564043,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,125,0.00
Zach Evans,2569963,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,126,0.00
Demetric Felton,2565968,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,127,0.00
Jerome Ford,2567469,RB,CLE,PIT,,,,,,,,,,,,,8.80,,,,,,,,,,128,0.00
D'Onta Foreman,2557994,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,129,0.00
Royce Freeman,2560733,RB,LAC,HOU,,,,,,,,,,,,,17.60,,,,,,,,,,130,0.00
Myles Gaskin,2562270,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,131,0.00
Antonio Gibson,2565276,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,132,0.00
DJ Giddens,2574188,RB,IND,JAX,,,,,,,,,,,,,16.80,,,,,,,,,,133,0.00
Tyler Goodson,2567595,RB,IND,JAX,,,,,,,,,,,,,16.80,,,,,,,,,,134,0.00
Frank Gore Jr.,2572908,RB,BUF,PHI,,,,,,,,,,,,,16.60,,,,,,,,,,135,0.00
Eric Gray,2570158,RB,NYG,@LV,,,,,,,,,,,,,21.20,,,,,,,,,,136,0.00
Isaac Guerendo,2572498,RB,SF,CHI,,,,,,,,,,,,,37.80,,,,,,,,,,137,0.00
Troy Hairston,2568867,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,138,0.00
Deion Hankins,2574010,RB,CHI,@SF,,,,,,,,,,,,,28.30,,,,,,,,,,139,0.00
Kevin Harris,2567934,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,140,0.00
Najee Harris,2566448,RB,LAC,HOU,,,,,,,,,,,,,17.60,,,,,,,,,,141,0.00
JaMycal Hasty,2565108,RB,MIA,TB,,,,,,,,,,,,,19.80,,,,,,,,,,142,0.00
Justice Hill,2562407,RB,BAL,@GB,,,,,,,,,,,,,53.70,,,,,,,,,,143,0.00
Nyheim Hines,2560742,RB,NO,@TEN,,,,,,,,,,,,,16.60,,,,,,,,,,144,0.00
George Holani,2572768,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,145,0.00
Jarveon Howard,2572663,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,146,0.00
Jarquez Hunter,2574269,RB,LAR,@ATL,,,,,,,,,,,,,16.80,,,,,,,,,,147,0.00
Max Hurleman,2574495,RB,PIT,@CLE,,,,,,,,,,,,,9.70,,,,,,,,,,148,0.00
Alec Ingold,2562288,RB,MIA,TB,,,,,,,,,,,,,19.80,,,,,,,,,,149,0.00
Deon Jackson,2565603,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,150,0.00
Ja'Quinden Jackson,2574218,RB,JAX,@IND,,,,,,,,,,,,,14.10,,,,,,,,,,151,0.00
Jordan James,2574540,RB,SF,CHI,,,,,,,,,,,,,37.80,,,,,,,,,,152,0.00
Jermar Jefferson,2566058,RB,ARI,@CIN,,,,,,,,,,,,,10.60,,,,,,,,,,153,0.00
Terrell Jennings,2573767,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,154,0.00
Amar Johnson,2574132,RB,LAC,HOU,,,,,,,,,,,,,17.60,,,,,,,,,,155,0.00
Jakob Johnson,2562890,RB,HOU,@LAC,,,,,,,,,,,,,11.70,,,,,,,,,,156,0.00
Kaleb Johnson,2574496,RB,PIT,@CLE,,,,,,,,,,,,,9.70,,,,,,,,,,157,0.00
Montrell Johnson Jr.,2574462,RB,CAR,SEA,,,,,,,,,,,,,9.10,,,,,,,,,,158,0.00
Roschon Johnson,2569615,RB,CHI,@SF,,,,,,,,,,,,,28.30,,,,,,,,,,159,0.00
Velus Jones Jr.,2567409,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,160,0.00
Quinshon Judkins,2574053,RB,CLE,PIT,,,,,,,,,,,,,8.80,,,,,,,,,,161,0.00
Alvin Kamara,2558019,RB,NO,@TEN,,,,,,,,,,,,,16.60,,,,,,,,,,162,0.00
D.K. Kaufman,2574646,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,163,0.00
John Kelly,2560777,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,164,0.00
Bam Knight,2568036,RB,ARI,@CIN,,,,,,,,,,,,,10.60,,,,,,,,,,165,0.00
Brock Lampe,2574375,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,166,0.00
Lan Larison,2574376,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,167,0.00
Dylan Laube,2572231,RB,LV,NYG,,,,,,,,,,,,,10.00,,,,,,,,,,168,0.00
MarShawn Lloyd,2572042,RB,GB,BAL,,,,,,,,,,,,,6.80,,,,,,,,,,169,0.00
Kayron Lynch-Adams,2573990,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,170,0.00
Phil Mafah,2574079,RB,DAL,@WAS,,,,,,,,,,,,,26.60,,,,,,,,,,171,0.00
Marcus Major,2573942,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,172,0.00
Ahmani Marshall,2574055,RB,CLE,PIT,,,,,,,,,,,,,8.80,,,,,,,,,,173,0.00
Damien Martinez,2574568,RB,GB,BAL,,,,,,,,,,,,,6.80,,,,,,,,,,174,0.00
Jordan Mason,2569257,RB,MIN,DET,,,,,,,,,,,,,21.60,,,,,,,,,,175,0.00
Alexander Mattison,2562682,RB,MIA,TB,,,,,,,,,,,,,19.80,,,,,,,,,,176,0.00
Jase McClellan,2571808,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,177,0.00
Sincere McCormick,2568984,RB,MIN,DET,,,,,,,,,,,,,21.60,,,,,,,,,,178,0.00
Kenny McIntosh,2570314,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,179,0.00
Dante Miller,2572336,RB,NYG,@LV,,,,,,,,,,,,,21.20,,,,,,,,,,180,0.00
Kendre Miller,2570149,RB,NO,@TEN,,,,,,,,,,,,,16.60,,,,,,,,,,181,0.00
Kendall Milton,2572741,RB,CIN,ARI,,,,,,,,,,,,,38.40,,,,,,,,,,182,0.00
Jordan Mims,2570768,RB,TEN,NO,,,,,,,,,,,,,13.60,,,,,,,,,,183,0.00
Elijah Mitchell,2566538,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,184,0.00
Joe Mixon,2557976,RB,HOU,@LAC,,,,,,,,,,,,,11.70,,,,,,,,,,185,0.00
Zack Moss,2563617,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,186,0.00
Raheem Mostert,2553728,RB,LV,NYG,,,,,,,,,,,,,10.00,,,,,,,,,,187,0.00
Devin Neal,2574402,RB,NO,@TEN,,,,,,,,,,,,,16.60,,,,,,,,,,188,0.00
Lew Nichols III,2569771,RB,PIT,@CLE,,,,,,,,,,,,,9.70,,,,,,,,,,189,0.00
Nate Noel,2574328,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,190,0.00
Sone Ntoh,2573945,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,191,0.00
Dare Ogunbowale,2559362,RB,HOU,@LAC,,,,,,,,,,,,,11.70,,,,,,,,,,192,0.00
Robbie Ouzts,2574572,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,193,0.00
Dameon Pierce,2567685,RB,KC,DEN,,,,,,,,,,,,,15.00,,,,,,,,,,194,0.00
ShunDerrick Powell,2574471,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,195,0.00
Deneric Prince,2570707,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,196,0.00
Craig Reynolds,2562834,RB,NE,@NYJ,,,,,,,,,,,,,33.40,,,,,,,,,,197,0.00
Patrick Ricard,2558990,RB,BAL,@GB,,,,,,,,,,,,,53.70,,,,,,,,,,198,0.00
Kye Robichaux,2574119,RB,DET,@MIN,,,,,,,,,,,,,11.90,,,,,,,,,,199,0.00
Keilan Robinson,2572156,RB,NYJ,NE,,,,,,,,,,,,,27.50,,,,,,,,,,200,0.00
Chris Rodriguez Jr.,2570386,RB,WAS,DAL,,,,,,,,,,,,,25.00,,,,,,,,,,201,0.00
Brady Russell,2570635,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,202,0.00
Miles Sanders,2562722,RB,DAL,@WAS,,,,,,,,,,,,,26.60,,,,,,,,,,203,0.00
Jacob Saylors,2570840,RB,DET,@MIN,,,,,,,,,,,,,11.90,,,,,,,,,,204,0.00
Cody Schrader,2573545,RB,DEN,@KC,,,,,,,,,,,,,22.50,,,,,,,,,,205,0.00
Lucas Scott,2573951,RB,BAL,@GB,,,,,,,,,,,,,53.70,,,,,,,,,,206,0.00
Trey Sermon,2566544,RB,PIT,@CLE,,,,,,,,,,,,,9.70,,,,,,,,,,207,0.00
Aaron Shampklin,2568708,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,208,0.00
Cam Skattebo,2574427,RB,NYG,@LV,,,,,,,,,,,,,21.20,,,,,,,,,,209,0.00
Jabari Small,2573479,RB,DET,@MIN,,,,,,,,,,,,,11.90,,,,,,,,,,210,0.00
Carson Steele,2572847,RB,KC,DEN,,,,,,,,,,,,,15.00,,,,,,,,,,211,0.00
Tre Stewart,2574358,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,212,0.00
Pierre Strong,2567952,RB,GB,BAL,,,,,,,,,,,,,6.80,,,,,,,,,,213,0.00
Toa Taua,2574645,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,214,0.00
J.J. Taylor,2564640,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,215,0.00
Patrick Taylor,2564040,RB,SF,CHI,,,,,,,,,,,,,37.80,,,,,,,,,,216,0.00
Lawrance Toafili,2574648,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,217,0.00
Bhayshul Tuten,2574235,RB,JAX,@IND,,,,,,,,,,,,,14.10,,,,,,,,,,218,0.00
Anthony Tyus III,2574121,RB,CAR,SEA,,,,,,,,,,,,,9.10,,,,,,,,,,219,0.00
Xazavian Valladay,2571014,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,220,0.00
Ben VanSumeren,2570629,RB,PHI,@BUF,,,,,,,,,,,,,12.00,,,,,,,,,,221,0.00
Deuce Vaughn,2569699,RB,DEN,@KC,,,,,,,,,,,,,22.50,,,,,,,,,,222,0.00
Ke'Shawn Vaughn,2565258,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,223,0.00
Kimani Vidal,2572486,RB,LAC,HOU,,,,,,,,,,,,,17.60,,,,,,,,,,224,0.00
Jonathan Ward,2564949,RB,BAL,@GB,,,,,,,,,,,,,53.70,,,,,,,,,,225,0.00
Carlos Washington,2570756,RB,ATL,LAR,,,,,,,,,,,,,39.70,,,,,,,,,,226,0.00
Jordan Waters,2574282,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,227,0.00
Blake Watson,2573106,RB,TEN,NO,,,,,,,,,,,,,13.60,,,,,,,,,,228,0.00
Shane Watts,2574659,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,229,0.00
Ian Wheeler,2572977,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,230,0.00
Jalen White,2574139,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,231,0.00
Michael Wiley,2573614,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,232,0.00
Avery Williams,2565833,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,233,0.00
D.J. Williams,2573590,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,234,0.00
Jamaal Williams,2558204,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,235,0.00
Josh Williams,2574602,RB,TB,@MIA,,,,,,,,,,,,,9.30,,,,,,,,,,236,0.00
Jeff Wilson,2560938,RB,MIA,TB,,,,,,,,,,,,,19.80,,,,,,,,,,237,0.00
Jacardia Wright,2574579,RB,SEA,@CAR,,,,,,,,,,,,,30.90,,,,,,,,,,238,0.00
Nay'Quan Wright,2574656,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,239,0.00
Owen Wright,2570425,RB,TB,@MIA,,,,,,,,,,,,,9.30,,,,,,,,,,240,0.00
