PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Brady Russell,2570635,RB,SEA,@SF,,,,,,,,,,,,,0.00,,,,,,,,,,180,0.00
Dylan Sampson,2574062,RB,CLE,@CIN,,,,32,,2,12,,,,,,0.00,10,2,12,2,3,67,,,,181,0.00
Miles Sanders,2562722,RB,DAL,@NYG,,,,,,,,,,,,,0.00,,,,,,,,,,182,0.00
Raheim Sanders,2574529,RB,CLE,@CIN,,,,26,,1,7,,,,,,0.00,5,1,6,1,1,100,,,,183,0.00
Jacob Saylors,2570840,RB,DET,@CHI,,,,,,,,,,,,,0.00,,,,,,,,,,184,0.00
Cody Schrader,2573545,RB,DEN,LAC,,,,,,,,,,,,,0.00,,,,,,,,,,185,0.00
Lucas Scott,2573951,RB,BAL,@PIT,,,,,,,,,,,,,0.00,,,,,,,,,,186,0.00
Zavier Scott,2570563,RB,MIN,GB,,,,9,,1,8,,,,,,0.00,3,1,4,1,1,100,,,,187,0.00
Trey Sermon,2566544,RB,PIT,BAL,,,,,,,,,,,,,0.00,,,,,,,,,,188,0.00
Aaron Shampklin,2568708,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,189,0.00
Will Shipley,2572390,RB,PHI,WAS,,,,2,,2,11,,,,,,0.00,1,2,3,2,3,67,,,,190,0.00
Devin Singletary,2562734,RB,NYG,DAL,,,,26,1,,,,,,1,,0.00,9,,9,,,,,2,1,191,0.00
Cam Skattebo,2574427,RB,NYG,DAL,,,,,,,,,,,,,0.00,,,,,,,,,,192,0.00
Jabari Small,2573479,RB,DET,@CHI,,,,,,,,,,,,,0.00,,,,,,,,,,193,0.00
Brashard Smith,2574256,RB,KC,@LV,,,,56,,2,2,,,,,,0.00,12,2,14,2,4,50,,,,194,0.00
Tyjae Spears,2569795,RB,TEN,@JAX,,,,18,,7,9,,,,,,0.00,3,7,10,7,7,100,,,,195,0.00
Carson Steele,2572847,RB,KC,@LV,,,,,,,,,,,,,0.00,,,,,,,,,,196,0.00
Rhamondre Stevenson,2566343,RB,NE,MIA,,,,131,2,2,22,1,,,,,0.00,7,2,9,2,2,100,1,,,197,0.00
Tre Stewart,2574358,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,198,0.00
Pierre Strong,2567952,RB,GB,@MIN,,,,,,,,,,,,,0.00,,,,,,,,,,199,0.00
D'Andre Swift,2563965,RB,CHI,DET,,,,40,,1,8,,,,,,0.00,10,1,11,1,2,50,,,,200,0.00
Toa Taua,2574645,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,201,0.00
J.J. Taylor,2564640,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,202,0.00
Jonathan Taylor,2564148,RB,IND,@HOU,,,,26,,2,13,,,,,,0.00,14,2,16,2,2,100,,,,203,0.00
Patrick Taylor,2564040,RB,SF,SEA,,,,,,,,,,,,,0.00,,,,,,,,,,204,0.00
Lawrance Toafili,2574648,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,205,0.00
Tyrone Tracy Jr.,2572351,RB,NYG,DAL,,,,103,,8,56,1,,,,1,0.00,18,8,26,8,9,89,2,4,,206,0.00
Sean Tucker,2571629,RB,TB,CAR,,,,-4,,,,,,,,1,0.00,4,,4,,,,,,,207,0.00
Bhayshul Tuten,2574235,RB,JAX,TEN,,,,23,1,,,,,,,,0.00,5,,5,,,,,1,,208,0.00
Anthony Tyus III,2574121,RB,CAR,@TB,,,,,,,,,,,,,0.00,,,,,,,,,,209,0.00
Sione Vaki,2572021,RB,DET,@CHI,,,,,,,,,,,,,0.00,,,,,,,,,,210,0.00
Xazavian Valladay,2571014,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,211,0.00
Ben VanSumeren,2570629,RB,PHI,WAS,,,,,,,,,,,,,0.00,,,,,,,,,,212,0.00
Deuce Vaughn,2569699,RB,DEN,LAC,,,,,,,,,,,,,0.00,,,,,,,,,,213,0.00
Ke'Shawn Vaughn,2565258,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,214,0.00
Kimani Vidal,2572486,RB,LAC,@DEN,,,,12,,1,-2,,,,,,0.00,3,1,4,1,1,100,,,,215,0.00
Kenneth Walker III,2568282,RB,SEA,@SF,,,,97,,4,36,,,,,,0.00,16,4,20,4,4,100,,,,216,0.00
Jonathan Ward,2564949,RB,BAL,@PIT,,,,,,,,,,,,,0.00,,,,,,,,,,217,0.00
Jaylen Warren,2568493,RB,PIT,BAL,,,,66,,5,33,,,,,,0.00,14,5,19,5,5,100,,,,218,0.00
Carlos Washington,2570756,RB,ATL,NO,,,,,,,,,,,,,0.00,,,,,,,,,,219,0.00
Jordan Waters,2574282,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,220,0.00
Blake Watson,2573106,RB,TEN,@JAX,,,,,,,,,,,,,0.00,,,,,,,,,,221,0.00
Shane Watts,2574659,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,222,0.00
Ian Wheeler,2572977,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,223,0.00
Jalen White,2574139,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,224,0.00
Rachaad White,2568315,RB,TB,CAR,,,,23,,2,18,,,,,,0.00,7,2,9,2,2,100,,,,225,0.00
Zamir White,2567883,RB,LV,KC,,,,5,,1,5,,,,,,0.00,1,1,2,1,1,100,,,,226,0.00
Michael Wiley,2573614,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,227,0.00
Avery Williams,2565833,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,228,0.00
D.J. Williams,2573590,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,229,0.00
Jamaal Williams,2558204,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,230,0.00
Javonte Williams,2566049,RB,DAL,@NYG,,,,,,,,,,,,,0.00,,,,,,,,,,231,0.00
Josh Williams,2574602,RB,TB,CAR,,,,,,,,,,,,,0.00,,,,,,,,,,232,0.00
Kyren Williams,2567862,RB,LAR,ARI,,,,60,,3,21,,,,,,0.00,12,3,15,3,5,60,,,,233,0.00
Trayveon Williams,2562600,RB,CLE,@CIN,,,,7,,1,13,,,,,,0.00,1,1,2,1,2,50,,,,234,0.00
Emanuel Wilson,2570912,RB,GB,@MIN,,,,44,,1,4,,,,,,0.00,18,1,19,1,1,100,,,,235,0.00
Jeff Wilson,2560938,RB,MIA,@NE,,,,,,,,,,,,,0.00,,,,,,,,,,236,0.00
Jacardia Wright,2574579,RB,SEA,@SF,,,,,,,,,,,,,0.00,,,,,,,,,,237,0.00
Jaylen Wright,2572261,RB,MIA,@NE,,,,23,,2,17,,,,,2,0.00,13,2,15,2,2,100,,,,238,0.00
Nay'Quan Wright,2574656,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,239,0.00
Owen Wright,2570425,RB,TB,CAR,,,,,,,,,,,,,0.00,,,,,,,,,,240,0.00
Marcus Yarns,2574411,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,241,0.00
Elijah Young,2574261,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,242,0.00
