PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Nyheim Hines,2560742,RB,NO,NYJ,,,,,,,,,,,,,5.40,,,,,,,,,,142,0.00
George Holani,2572768,RB,SEA,LAR,,,,,,,,,,,,,42.30,,,,,,,,,,143,0.00
Travis Homer,2562665,RB,CHI,GB,,,,,,,,,,,,,19.80,,,,,,,,,,144,0.00
Jarveon Howard,2572663,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,145,0.00
Jarquez Hunter,2574269,RB,LAR,@SEA,,,,,,,,,,,,,22.60,,,,,,,,,,146,0.00
Max Hurleman,2574495,RB,PIT,@DET,,,,,,,,,,,,,49.40,,,,,,,,,,147,0.00
Deon Jackson,2565603,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,148,0.00
Ja'Quinden Jackson,2574218,RB,JAX,@DEN,,,,,,,,,,,,,15.60,,,,,,,,,,149,0.00
Jordan James,2574540,RB,SF,@IND,,,,,,,,,,,,,31.60,,,,,,,,,,150,0.00
Jermar Jefferson,2566058,RB,ARI,ATL,,,,,,,,,,,,,12.70,,,,,,,,,,151,0.00
Terrell Jennings,2573767,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,152,0.00
Amar Johnson,2574132,RB,LAC,@DAL,,,,,,,,,,,,,20.60,,,,,,,,,,153,0.00
D'Ernest Johnson,2563327,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,154,0.00
Jakob Johnson,2562890,RB,HOU,LV,,,,,,,,,,,,,19.10,,,,,,,,,,155,0.00
Kaleb Johnson,2574496,RB,PIT,@DET,,,,,,,,,,,,,49.40,,,,,,,,,,156,0.00
Montrell Johnson Jr.,2574462,RB,CAR,TB,,,,,,,,,,,,,10.20,,,,,,,,,,157,0.00
Roschon Johnson,2569615,RB,CHI,GB,,,,,,,,,,,,,19.80,,,,,,,,,,158,0.00
Velus Jones Jr.,2567409,RB,SEA,LAR,,,,,,,,,,,,,42.30,,,,,,,,,,159,0.00
Kyle Juszczyk,2540230,RB,SF,@IND,,,,,,,,,,,,,31.60,,,,,,,,,,160,0.00
Alvin Kamara,2558019,RB,NO,NYJ,,,,,,,,,,,,,5.40,,,,,,,,,,161,0.00
D.K. Kaufman,2574646,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,162,0.00
John Kelly,2560777,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,163,0.00
Bam Knight,2568036,RB,ARI,ATL,,,,,,,,,,,,,12.70,,,,,,,,,,164,0.00
